DRR480202	gb|AAV85982.1|ARO:3000535|macB	155480
DRR480202	gb|BAD59497.1|ARO:3000501|rpoB2	80285
DRR480202	gb|AAA99504.1|ARO:3002987|bcrA	73176
DRR480202	gb|NP_862226.1|ARO:3004639|Cstr_tetA	62890
DRR480202	gb|AAF67494.2|ARO:3002522|novA	57979
DRR480202	gb|WKR28567.1|ARO:3007678|IreK	55072
DRR480202	gb|APB03214.1|ARO:3003980|tetA(58)	53980
DRR480202	gb|WP_041777404.1|ARO:3004480|Bado_rpoB_RIF	51590
DRR480202	gb|APB03219.1|ARO:3003986|TaeA	49857
DRR480202	gb|ADZ12699.1|ARO:3005091|RanA	48516
DRR480202	gb|WP_104671188.1|ARO:3003948|efrA	45428
DRR480202	gb|AAC74000.1|ARO:3003950|msbA	44096
DRR480202	gb|AAA26793.1|ARO:3003748|oleC	42785
DRR480202	gb|AAK37618.1|ARO:3005008|TxR	41653
DRR480202	gb|CDO61516.1|ARO:3003949|efrB	40495
DRR480202	gb|ADP36409.1|ARO:3003730|Bbif_ileS_MUP	39401
DRR480202	gb|CAA53189.1|ARO:3000521|Saur_mupA_MUP	36277
DRR480202	gb|ATC67679.1|ARO:3000838|arlR	35212
DRR480202	gb|AEY83581.1|ARO:3000510|Saur_mupB_MUP	33935
DRR480202	gb|ABD30512.1|ARO:3000839|arlS	27909
DRR480202	gb|AAC75429.1|ARO:3000833|evgS	26670
DRR480202	gb|AAK76137.1|ARO:3000024|patA	26121
DRR480202	gb|AAC75089.1|ARO:3003577|ugd	25572
DRR480202	gb|AKA86814.1|ARO:3003746|optrA	23683
DRR480202	gb|AYV52072.1|ARO:3002882|lmrD	23186
DRR480202	gb|AAK76136.1|ARO:3000025|patB	23004
DRR480202	gb|AAA26832.1|ARO:3002827|tlrC	22717
DRR480202	gb|AAC75271.1|ARO:3003952|YojI	20848
DRR480202	gb|CAA37477.1|ARO:3002891|otr(A)S.rim	20067
DRR480202	gb|AET10445.1|ARO:3004033|tetB(46)	19853
DRR480202	gb|AAD51348.1|ARO:3003066|smeR	19560
DRR480202	gb|AAD51347.1|ARO:3003067|smeS	19240
DRR480202	gb|ABO11759.2|ARO:3004573|Abau_AbaF	18349
DRR480202	gb|ABX00624.1|ARO:3002881|lmrC	18315
DRR480202	gb|ACL82957.1|ARO:3002928|vanR_in_vanM_cl	17434
DRR480202	gb|AAN28945.1|ARO:3003785|Ctra_murA_FOF	17043
DRR480202	gb|CAA45050.1|ARO:3002828|srmB	16767
DRR480202	gb|AAA50325.1|ARO:3003036|oleB	16662
DRR480202	gb|NP_388442.1|ARO:3004476|vmlR	16116
DRR480202	gb|AAC32027.1|ARO:3002817|carA	16101
DRR480202	gb|ANZ79241.1|ARO:3004036|tetB(60)	15423
DRR480202	gb|AAA20117.1|ARO:3000195|tetB(P)	15421
DRR480202	gb|AAR84672.1|ARO:3002925|vanR_in_vanF_cl	14696
