ERR4450733	gb|AAV85982.1|ARO:3000535|macB	9436
ERR4450733	gb|AAK37618.1|ARO:3005008|TxR	9003
ERR4450733	gb|BAD59497.1|ARO:3000501|rpoB2	8641
ERR4450733	gb|WP_041777404.1|ARO:3004480|Bado_rpoB_RIF	7012
ERR4450733	gb|AAC75429.1|ARO:3000833|evgS	4682
ERR4450733	gb|AAC74000.1|ARO:3003950|msbA	4165
ERR4450733	gb|AAA99504.1|ARO:3002987|bcrA	4030
ERR4450733	gb|AEY83581.1|ARO:3000510|Saur_mupB_MUP	3975
ERR4450733	gb|ADP36409.1|ARO:3003730|Bbif_ileS_MUP	3898
ERR4450733	gb|WKR28567.1|ARO:3007678|IreK	3784
ERR4450733	gb|NP_862226.1|ARO:3004639|Cstr_tetA	3509
ERR4450733	gb|CAA53189.1|ARO:3000521|Saur_mupA_MUP	3470
ERR4450733	gb|APB03219.1|ARO:3003986|TaeA	3275
ERR4450733	gb|AAF67494.2|ARO:3002522|novA	3006
ERR4450733	gb|APB03214.1|ARO:3003980|tetA(58)	2646
ERR4450733	gb|AKA86814.1|ARO:3003746|optrA	2605
ERR4450733	gb|ADZ12699.1|ARO:3005091|RanA	2501
ERR4450733	gb|ATC67679.1|ARO:3000838|arlR	2458
ERR4450733	gb|AAG07763.1|ARO:3003031|MexW	2451
ERR4450733	gb|AAG05882.1|ARO:3000804|MexF	2405
ERR4450733	gb|AAG05915.1|ARO:3004074|MuxB	2314
ERR4450733	gb|AAG07064.1|ARO:3003693|MexK	2023
ERR4450733	gb|AAA26793.1|ARO:3003748|oleC	1908
ERR4450733	gb|AAC76093.1|ARO:3002986|bacA	1875
ERR4450733	gb|ABD30512.1|ARO:3000839|arlS	1802
ERR4450733	gb|AAA20117.1|ARO:3000195|tetB(P)	1648
ERR4450733	gb|ABO11759.2|ARO:3004573|Abau_AbaF	1622
ERR4450733	gb|AAC75136.1|ARO:3000793|mdtB	1597
ERR4450733	gb|AAG06465.1|ARO:3005063|cprR	1594
ERR4450733	gb|CAA37477.1|ARO:3002891|otr(A)S.rim	1580
ERR4450733	gb|APB03216.1|ARO:3003982|LlmA_23S_CLI	1538
ERR4450733	gb|AAC73788.1|ARO:3003841|kdpE	1511
ERR4450733	gb|BAE06006.1|ARO:3003705|mexN	1502
ERR4450733	gb|AAD51347.1|ARO:3003067|smeS	1500
ERR4450733	gb|AAD51348.1|ARO:3003066|smeR	1485
