SRR26909533	gb|AAV85982.1|ARO:3000535|macB	42157
SRR26909533	gb|AAK37618.1|ARO:3005008|TxR	22142
SRR26909533	gb|AAC75429.1|ARO:3000833|evgS	20350
SRR26909533	gb|BAD59497.1|ARO:3000501|rpoB2	17959
SRR26909533	gb|AAA99504.1|ARO:3002987|bcrA	16240
SRR26909533	gb|WP_041777404.1|ARO:3004480|Bado_rpoB_RIF	15904
SRR26909533	gb|ADZ12699.1|ARO:3005091|RanA	14598
SRR26909533	gb|NP_862226.1|ARO:3004639|Cstr_tetA	14357
SRR26909533	gb|AAC74000.1|ARO:3003950|msbA	13126
SRR26909533	gb|APB03219.1|ARO:3003986|TaeA	12252
SRR26909533	gb|APB03214.1|ARO:3003980|tetA(58)	11300
SRR26909533	gb|ATC67679.1|ARO:3000838|arlR	10461
SRR26909533	gb|AAA26793.1|ARO:3003748|oleC	10076
SRR26909533	gb|WP_104671188.1|ARO:3003948|efrA	9286
SRR26909533	gb|WKR28567.1|ARO:3007678|IreK	8791
SRR26909533	gb|AAF67494.2|ARO:3002522|novA	8788
SRR26909533	gb|CDO61516.1|ARO:3003949|efrB	8760
SRR26909533	gb|ADP36409.1|ARO:3003730|Bbif_ileS_MUP	8716
SRR26909533	gb|CAA53189.1|ARO:3000521|Saur_mupA_MUP	8220
SRR26909533	gb|ABD30512.1|ARO:3000839|arlS	8142
SRR26909533	gb|AAC75089.1|ARO:3003577|ugd	7315
SRR26909533	gb|AEY83581.1|ARO:3000510|Saur_mupB_MUP	7152
SRR26909533	gb|AKA86814.1|ARO:3003746|optrA	6746
SRR26909533	gb|AAC75271.1|ARO:3003952|YojI	6251
SRR26909533	gb|AAD51347.1|ARO:3003067|smeS	6180
SRR26909533	gb|AAG07064.1|ARO:3003693|MexK	6082
SRR26909533	gb|ACL82957.1|ARO:3002928|vanR_in_vanM_cl	5829
SRR26909533	gb|AAK76137.1|ARO:3000024|patA	5749
SRR26909533	gb|SIP52035.1|ARO:3004054|Paer_CpxR	5689
SRR26909533	gb|CAA37477.1|ARO:3002891|otr(A)S.rim	5687
SRR26909533	gb|AAA26832.1|ARO:3002827|tlrC	5605
SRR26909533	gb|AAD51348.1|ARO:3003066|smeR	5506
SRR26909533	gb|AYV52072.1|ARO:3002882|lmrD	5429
SRR26909533	gb|AAG06465.1|ARO:3005063|cprR	5379
SRR26909533	gb|ABS43151.1|ARO:3000784|cmeB	5361
SRR26909533	gb|AAR84672.1|ARO:3002925|vanR_in_vanF_cl	5087
SRR26909533	gb|AAC73788.1|ARO:3003841|kdpE	5039
SRR26909533	gb|NP_388442.1|ARO:3004476|vmlR	4986
SRR26909533	gb|AAK76136.1|ARO:3000025|patB	4840
SRR26909533	gb|AAN28945.1|ARO:3003785|Ctra_murA_FOF	4741
SRR26909533	gb|AAC76093.1|ARO:3002986|bacA	4632
SRR26909533	gb|CAA79966.1|ARO:3003665|NmcR	4564
SRR26909533	gb|ALH22601.1|ARO:3000620|adeL	4516
SRR26909533	gb|AAG06942.1|ARO:3002985|arnA	4436
SRR26909533	gb|AAC73564.1|ARO:3000216|acrB	4389
SRR26909533	gb|AEX49906.1|ARO:3003583|basS	4296
SRR26909533	gb|ABO11759.2|ARO:3004573|Abau_AbaF	4276
SRR26909533	gb|AAA20117.1|ARO:3000195|tetB(P)	4258
SRR26909533	gb|WP_102607457.1|ARO:3004361|sul4	4160
SRR26909533	gb|BAB38260.1|ARO:3000830|cpxA	4066
SRR26909533	gb|AAG03548.1|ARO:3003681|TriC	4010
SRR26909533	gb|AET10445.1|ARO:3004033|tetB(46)	3941
SRR26909533	gb|AAG07763.1|ARO:3003031|MexW	3919
SRR26909533	gb|AAC75314.1|ARO:3003578|PmrF	3889
SRR26909533	gb|CAA45050.1|ARO:3002828|srmB	3882
SRR26909533	gb|AAF01499.1|ARO:3000193|tet(T)	3858
SRR26909533	gb|AAB05622.1|ARO:3002921|vanR_in_vanB_cl	3798
SRR26909533	gb|AAC32027.1|ARO:3002817|carA	3780
SRR26909533	gb|ACB05808.1|ARO:3003109|msrE	3743
SRR26909533	gb|ABX00624.1|ARO:3002881|lmrC	3663
SRR26909533	gb|ANZ79241.1|ARO:3004036|tetB(60)	3581
SRR26909533	gb|AAA50325.1|ARO:3003036|oleB	3573
SRR26909533	gb|AAA74437.1|ARO:3000378|MexB	3556
SRR26909533	gb|AAC76298.1|ARO:3000502|AcrF	3540
SRR26909533	gb|BAE85478.1|ARO:3003728|vanR_in_vanI_cl	3471
SRR26909533	gb|AAC75137.1|ARO:3000794|mdtC	3321
SRR26909533	gb|AAG05187.1|ARO:3005067|ParS	3292
SRR26909533	gb|AAG05188.1|ARO:3005068|ParR	3286
SRR26909533	gb|BAA16344.1|ARO:3000491|acrD	3156
SRR26909533	gb|AAC60780.1|ARO:3003049|rosB	3121
SRR26909533	gb|AEA37904.1|ARO:3003112|lsaC	3117
SRR26909533	gb|AAC75136.1|ARO:3000793|mdtB	3112
SRR26909533	gb|AAB64408.1|ARO:3007050|mreA	3036
SRR26909533	gb|AVI44920.1|ARO:3004470|poxtA	3006
SRR26909533	gb|AAB41957.1|ARO:3000801|MexD	2936
SRR26909533	gb|CDO13836.1|ARO:3005044|OmpA	2921
SRR26909533	gb|ALV80601.1|ARO:3003801|bcr-1	2905
SRR26909533	gb|AAG05915.1|ARO:3004074|MuxB	2897
SRR26909533	gb|CAA10975.1|ARO:3000194|tet(W)	2857
SRR26909533	gb|BAB36671.1|ARO:3000832|evgA	2787
SRR26909533	gb|CYF42523.1|ARO:3004047|kdpD	2748
SRR26909533	gb|AAL27445.1|ARO:3002924|vanR_in_vanE_cl	2662
SRR26909533	gb|ABA71733.1|ARO:3002972|vanT_in_vanG_cl	2629
SRR26909533	gb|ADM92605.1|ARO:3000553|adeR	2611
SRR26909533	gb|AAC60781.1|ARO:3003048|rosA	2409
SRR26909533	gb|ANZ79240.1|ARO:3004035|tetA(60)	2397
SRR26909533	gb|AAG05882.1|ARO:3000804|MexF	2381
SRR26909533	gb|KIX81495.1|ARO:3002813|lmrB	2374
SRR26909533	gb|AAC76539.1|ARO:3000796|mdtF	2359
SRR26909533	gb|AAR96051.1|ARO:3002894|otr(C)	2351
SRR26909533	gb|APB03222.1|ARO:3003992|rphB	2317
SRR26909533	gb|BAE06006.1|ARO:3003705|mexN	2301
SRR26909533	gb|AAG03816.1|ARO:3000379|OprM	2264
SRR26909533	gb|CAC14595.1|ARO:3003056|smeE	2259
SRR26909533	gb|AAG05914.1|ARO:3004075|MuxC	2233
SRR26909533	gb|AAW38464.1|ARO:3004572|Saur_LmrS	2214
SRR26909533	gb|CAD55718.1|ARO:3000197|tet(36)	2213
SRR26909533	gb|AIA35096.1|ARO:3005059|LptD	2200
